journey_date,cls,QUOTA_CODE,PSGN,dayofweek,month,is_weekend,cls_enc,quota_enc,lag1,lag2,lag3,lag7,lag14,lag30,rolling_7_mean,rolling_7_std
2023-05-01,2A,PT,8,0,5,0,1,9,10.0,7.0,6.0,4.0,8.0,8.0,107.42857142857144,165.71346469418955
2023-05-01,2A,GN,143,0,5,0,1,3,135.0,141.0,175.0,134.0,117.0,153.0,97.85714285714286,173.08324449180387
2023-05-01,1A,GN,40,0,5,0,0,3,46.0,38.0,37.0,36.0,32.0,39.0,100.42857142857144,172.00276852699903
2023-05-01,3A,OS,2,0,5,0,2,7,2.0,1.0,2.0,1.0,4.0,2.0,32.714285714285715,48.38634203200451
2023-05-02,3A,TQ,98,1,5,0,2,11,88.0,113.0,108.0,90.0,92.0,96.0,40.57142857142857,52.71260805176574
2023-05-02,SL,GN,1265,1,5,0,3,3,1159.0,1327.0,1222.0,1193.0,1011.0,1362.0,204.7142857142857,423.87486922664425
2023-05-02,SL,HP,5,1,5,0,3,5,4.0,6.0,3.0,6.0,4.0,3.0,205.0,423.7160999222632
2023-05-02,SL,PT,97,1,5,0,3,9,98.0,96.0,96.0,96.0,94.0,105.0,218.8571428571429,417.4727250856949
2023-05-02,SL,SS,115,1,5,0,3,10,67.0,95.0,86.0,99.0,83.0,97.0,209.1428571428572,420.5292017491884
2023-05-02,SL,TQ,229,1,5,0,3,11,233.0,234.0,230.0,189.0,169.0,251.0,235.8571428571429,414.33216488361467
2023-05-02,3A,SS,39,1,5,0,2,10,32.0,47.0,37.0,33.0,26.0,38.0,240.1428571428572,411.6565836436274
2023-05-02,SL,OS,2,1,5,0,3,7,1.0,3.0,1.0,6.0,1.0,2.0,227.7142857142857,418.27571221452894
2023-05-02,3A,PT,45,1,5,0,2,9,50.0,45.0,34.0,33.0,40.0,43.0,69.28571428571429,79.91602735729204
2023-05-02,SL,LD,4,1,5,0,3,6,5.0,8.0,5.0,5.0,4.0,9.0,69.42857142857143,79.78065167039186
2023-05-02,3A,HP,6,1,5,0,2,5,3.0,4.0,2.0,4.0,2.0,6.0,55.85714285714285,82.15519576068341
2023-05-02,2A,GN,136,1,5,0,1,3,143.0,135.0,141.0,120.0,121.0,145.0,66.71428571428571,88.63918299434388
2023-05-02,2A,PT,9,1,5,0,1,9,8.0,10.0,7.0,5.0,5.0,13.0,34.57142857142857,51.16267240497778
2023-05-02,2A,SS,16,1,5,0,1,10,23.0,28.0,19.0,15.0,12.0,20.0,33.285714285714285,51.35080098600985
2023-05-02,1A,GN,43,1,5,0,0,3,40.0,46.0,38.0,43.0,40.0,50.0,38.85714285714285,49.34041133266136
2023-05-02,2A,TQ,26,1,5,0,1,11,28.0,33.0,30.0,29.0,21.0,25.0,35.714285714285715,49.21285159289989
2023-05-02,3A,GN,460,1,5,0,2,3,515.0,476.0,540.0,458.0,443.0,507.0,108.57142857142856,185.3580833080097
2023-05-02,3A,OS,2,1,5,0,2,7,2.0,2.0,1.0,2.0,2.0,2.0,88.71428571428571,188.4760942274593
2023-05-03,3A,TQ,90,2,5,0,2,11,98.0,88.0,113.0,94.0,83.0,91.0,101.57142857142856,185.0917404449815
2023-05-03,SL,SS,97,2,5,0,3,10,115.0,67.0,95.0,85.0,83.0,99.0,114.71428571428572,181.82016232687573
2023-05-03,SL,PT,98,2,5,0,3,9,97.0,98.0,96.0,97.0,73.0,96.0,122.85714285714286,179.17349931600617
2023-05-03,SL,LD,12,2,5,0,3,6,4.0,5.0,8.0,6.0,9.0,10.0,119.42857142857144,181.5056079416989
2023-05-03,SL,HP,4,2,5,0,3,5,5.0,4.0,6.0,5.0,4.0,6.0,46.57142857142857,53.42551557341998
2023-05-03,SL,GN,1197,2,5,0,3,3,1265.0,1159.0,1327.0,1101.0,1074.0,1194.0,226.57142857142856,460.64550981669805
2023-05-03,SL,TQ,235,2,5,0,3,11,229.0,233.0,234.0,204.0,175.0,210.0,245.1428571428572,457.2885407746508
2023-05-03,3A,PT,41,2,5,0,2,9,45.0,50.0,45.0,28.0,29.0,32.0,235.1428571428572,461.3561272926546
2023-05-03,3A,HP,2,2,5,0,2,5,6.0,3.0,4.0,2.0,2.0,2.0,222.1428571428572,467.1432430462946
2023-05-03,3A,GN,446,2,5,0,2,3,460.0,515.0,476.0,522.0,438.0,436.0,287.2857142857143,463.4330999132863
2023-05-03,2A,TQ,29,2,5,0,1,11,26.0,28.0,33.0,19.0,23.0,26.0,290.2857142857143,461.3645392693699
2023-05-03,2A,SS,19,2,5,0,1,10,16.0,23.0,28.0,26.0,18.0,33.0,111.85714285714286,172.9406724587254
2023-05-03,2A,PT,10,2,5,0,1,9,9.0,8.0,10.0,4.0,7.0,10.0,113.0,172.11042966653693
2023-05-03,2A,GN,162,2,5,0,1,3,136.0,143.0,135.0,104.0,114.0,113.0,99.71428571428572,165.11078531874105
2023-05-03,1A,GN,34,2,5,0,0,3,43.0,40.0,46.0,38.0,51.0,43.0,99.42857142857144,165.22293741372297
2023-05-03,3A,SS,42,2,5,0,2,10,39.0,32.0,47.0,40.0,48.0,58.0,104.14285714285714,162.5622225194899
2023-05-04,SL,TQ,220,3,5,0,3,11,235.0,229.0,233.0,191.0,165.0,202.0,72.0,83.48253310323848
2023-05-04,SL,SS,104,3,5,0,3,10,97.0,115.0,67.0,87.0,92.0,114.0,82.14285714285714,81.2453661682283
2023-05-04,SL,PT,96,3,5,0,3,9,98.0,97.0,98.0,96.0,81.0,96.0,93.85714285714286,75.85167229848105
2023-05-04,SL,OS,3,3,5,0,3,7,2.0,1.0,3.0,2.0,1.0,2.0,92.85714285714286,77.19116653138595
2023-05-04,SL,LD,8,3,5,0,3,6,12.0,4.0,5.0,5.0,8.0,8.0,75.14285714285714,79.82361507605063
2023-05-04,SL,HP,4,3,5,0,3,5,4.0,5.0,4.0,2.0,2.0,4.0,69.57142857142857,83.70754076516856
2023-05-04,SL,GN,1170,3,5,0,3,3,1197.0,1265.0,1159.0,1174.0,1033.0,1134.0,235.0,432.1720336470958
2023-05-04,3A,TQ,83,3,5,0,2,11,90.0,98.0,88.0,90.0,79.0,97.0,214.28571428571428,435.6331462311357
2023-05-04,3A,HP,2,3,5,0,2,5,2.0,6.0,3.0,2.0,2.0,3.0,200.7142857142857,441.3383865341551
2023-05-04,3A,PT,51,3,5,0,2,9,41.0,45.0,50.0,29.0,22.0,36.0,192.57142857142856,444.0667581730089
2023-05-04,3A,GN,435,3,5,0,2,3,446.0,460.0,515.0,463.0,478.0,490.0,256.0,444.0191437314385
2023-05-04,2A,TQ,22,3,5,0,1,11,29.0,26.0,28.0,24.0,26.0,28.0,258.42857142857144,442.5060666788862
2023-05-04,2A,SS,17,3,5,0,1,10,19.0,16.0,23.0,21.0,25.0,22.0,260.57142857142856,441.1027307188416
2023-05-04,2A,PT,13,3,5,0,1,9,10.0,9.0,8.0,3.0,3.0,10.0,91.0,159.18333246082406
2023-05-04,2A,GN,123,3,5,0,1,3,162.0,136.0,143.0,119.0,111.0,124.0,101.28571428571428,161.41841518830702
2023-05-04,1A,GN,46,3,5,0,0,3,34.0,43.0,40.0,43.0,34.0,34.0,105.85714285714286,158.5658943693213
2023-05-04,3A,SS,48,3,5,0,2,10,42.0,39.0,32.0,43.0,29.0,49.0,106.0,158.49815982107356
2023-05-05,SL,GN,1263,4,5,0,3,3,1170.0,1197.0,1265.0,1157.0,1047.0,1131.0,205.42857142857144,428.7811629657786
2023-05-05,SL,HP,3,4,5,0,3,5,4.0,4.0,5.0,6.0,4.0,3.0,203.28571428571428,429.9041421393511
2023-05-05,SL,SS,92,4,5,0,3,10,104.0,97.0,115.0,111.0,80.0,106.0,216.7142857142857,424.2918469975252
2023-05-05,SL,OS,4,4,5,0,3,7,3.0,2.0,1.0,2.0,2.0,2.0,194.0,431.8969784566684
2023-05-05,SL,PT,96,4,5,0,3,9,96.0,98.0,97.0,98.0,69.0,96.0,202.8571428571429,428.6927526684771
2023-05-05,3A,TQ,103,4,5,0,2,11,83.0,90.0,98.0,97.0,111.0,95.0,208.7142857142857,426.40267130405977
2023-05-05,SL,TQ,249,4,5,0,3,11,220.0,235.0,229.0,213.0,221.0,214.0,240.0,416.542514836921
2023-05-05,SL,LD,13,4,5,0,3,6,8.0,12.0,4.0,8.0,9.0,8.0,74.0,78.6108559084981
2023-05-05,3A,SS,45,4,5,0,2,10,48.0,42.0,39.0,30.0,33.0,44.0,80.28571428571429,73.68562565773199
2023-05-05,3A,HP,1,4,5,0,2,5,2.0,2.0,6.0,2.0,2.0,2.0,65.71428571428571,78.16374753408012
2023-05-05,3A,OS,2,4,5,0,2,7,2.0,2.0,2.0,2.0,2.0,1.0,65.57142857142857,78.29826976133658
2023-05-05,3A,GN,510,4,5,0,2,3,435.0,446.0,460.0,487.0,497.0,469.0,114.0,161.20277086121473
2023-05-05,2A,TQ,27,4,5,0,1,11,22.0,29.0,26.0,24.0,25.0,25.0,105.28571428571428,164.7672239713896
2023-05-05,2A,SS,14,4,5,0,1,10,17.0,19.0,16.0,19.0,20.0,29.0,76.28571428571429,158.97454123822703
2023-05-05,2A,PT,10,4,5,0,1,9,13.0,10.0,9.0,6.0,1.0,4.0,77.0,158.6274461329648
2023-05-05,2A,GN,130,4,5,0,1,3,123.0,162.0,136.0,175.0,110.0,137.0,87.71428571428571,158.87491336028503
2023-05-05,1A,SS,1,4,5,0,0,10,2.0,1.0,1.0,2.0,1.0,1.0,87.71428571428571,158.87491336028503
2023-05-05,1A,GN,39,4,5,0,0,3,46.0,34.0,43.0,37.0,38.0,45.0,94.0,155.75835986124994
2023-05-05,3A,PT,50,4,5,0,2,9,51.0,41.0,45.0,40.0,17.0,31.0,39.142857142857146,40.96107327462881
2023-05-06,SL,HP,5,5,5,1,3,5,3.0,4.0,4.0,3.0,7.0,3.0,36.42857142857143,42.87134685255839
2023-05-06,SL,GN,1293,5,5,1,3,3,1263.0,1170.0,1197.0,1222.0,1067.0,1214.0,214.42857142857144,464.2807545522633
2023-05-06,SL,LD,7,5,5,1,3,6,13.0,8.0,12.0,5.0,11.0,10.0,214.42857142857144,464.2807545522633
2023-05-06,3A,TQ,109,5,5,1,2,11,103.0,83.0,90.0,108.0,100.0,92.0,211.57142857142856,464.998156678374
2023-05-06,SL,SS,101,5,5,1,3,10,92.0,104.0,97.0,86.0,93.0,111.0,224.42857142857144,459.4488934737852
2023-05-06,SL,TQ,251,5,5,1,3,11,249.0,220.0,235.0,230.0,201.0,220.0,253.42857142857144,452.6661231499647
2023-05-06,SL,PT,96,5,5,1,3,9,96.0,96.0,98.0,96.0,75.0,96.0,259.85714285714283,449.6214810153938
2023-05-06,3A,PT,54,5,5,1,2,9,50.0,51.0,41.0,34.0,30.0,32.0,266.57142857142856,445.478341090734
2023-05-06,3A,SS,44,5,5,1,2,10,45.0,48.0,42.0,37.0,29.0,24.0,92.57142857142856,76.37376762313316
2023-05-06,3A,OS,4,5,5,1,2,7,2.0,2.0,2.0,2.0,3.0,6.0,91.0,78.37091297158636
2023-05-06,3A,HP,2,5,5,1,2,5,1.0,2.0,2.0,2.0,3.0,2.0,76.42857142857143,84.97226438247765
2023-05-06,3A,GN,514,5,5,1,2,3,510.0,435.0,446.0,540.0,511.0,482.0,136.14285714285714,185.33881458150137
2023-05-06,2A,TQ,27,5,5,1,1,11,27.0,22.0,29.0,30.0,27.0,34.0,104.42857142857144,181.76803637498813
2023-05-06,2A,SS,13,5,5,1,1,10,14.0,17.0,19.0,19.0,17.0,14.0,92.71428571428572,185.0150573022947
2023-05-06,2A,PT,12,5,5,1,1,9,10.0,13.0,10.0,7.0,5.0,8.0,87.0,187.15946854665577
2023-05-06,2A,GN,163,5,5,1,1,3,130.0,123.0,162.0,141.0,154.0,133.0,99.14285714285714,186.7372740612048
2023-05-06,1A,GN,38,5,5,1,0,3,39.0,46.0,34.0,38.0,41.0,39.0,104.42857142857144,184.03338206500928
2023-05-07,SL,TQ,244,6,5,1,3,11,251.0,249.0,220.0,234.0,222.0,228.0,140.14285714285714,184.87241417747936
2023-05-07,SL,SS,84,6,5,1,3,10,101.0,92.0,104.0,95.0,81.0,111.0,81.71428571428571,87.47135585572036
2023-05-07,SL,PT,96,6,5,1,3,9,96.0,96.0,96.0,96.0,97.0,96.0,91.57142857142856,84.10084649367299
2023-05-07,SL,LD,7,6,5,1,3,6,7.0,13.0,8.0,8.0,8.0,10.0,90.57142857142856,85.21122215384749
2023-05-07,SL,HP,7,6,5,1,3,5,5.0,3.0,4.0,6.0,6.0,3.0,89.85714285714286,86.01633288980351
2023-05-07,SL,GN,1358,6,5,1,3,3,1293.0,1263.0,1170.0,1327.0,1156.0,1167.0,250.57142857142856,468.1238643574501
2023-05-07,3A,TQ,122,6,5,1,2,11,109.0,103.0,83.0,113.0,109.0,96.0,230.28571428571428,471.169012240022
2023-05-07,3A,SS,41,6,5,1,2,10,44.0,45.0,48.0,47.0,37.0,37.0,222.1428571428572,474.2581675878756
2023-05-07,1A,GN,49,6,5,1,0,3,38.0,39.0,46.0,46.0,38.0,42.0,213.8571428571429,477.3260341288152
2023-05-07,3A,OS,6,6,5,1,2,7,4.0,2.0,2.0,2.0,2.0,1.0,213.42857142857144,477.54401442619474
2023-05-07,3A,HP,3,6,5,1,2,5,2.0,1.0,2.0,4.0,4.0,2.0,213.0,477.7635398395319
2023-05-07,3A,GN,533,6,5,1,2,3,514.0,510.0,435.0,476.0,468.0,514.0,286.2857142857143,479.1675817796644
2023-05-07,2A,TQ,28,6,5,1,1,11,27.0,27.0,22.0,33.0,27.0,24.0,105.42857142857144,183.66623455138856
2023-05-07,2A,SS,18,6,5,1,1,10,13.0,14.0,17.0,28.0,5.0,22.0,91.71428571428572,186.9105974217925
2023-05-07,2A,PT,17,6,5,1,1,9,12.0,10.0,13.0,10.0,12.0,12.0,87.14285714285714,188.65526635588387
2023-05-07,2A,GN,160,6,5,1,1,3,163.0,130.0,123.0,135.0,170.0,137.0,105.0,189.1436843601533
2023-05-07,3A,PT,55,6,5,1,2,9,54.0,50.0,51.0,45.0,31.0,41.0,112.14285714285714,185.6048028935211
2023-05-08,SL,GN,1254,0,5,0,3,3,1358.0,1293.0,1263.0,1159.0,1143.0,1166.0,305.85714285714283,497.33403549037627
2023-05-08,SL,HP,6,0,5,0,3,5,7.0,5.0,3.0,4.0,3.0,2.0,233.42857142857144,498.8850425842467
2023-05-08,SL,LD,5,0,5,0,3,6,7.0,7.0,13.0,5.0,12.0,6.0,230.57142857142856,500.3195169565335
2023-05-08,3A,TQ,98,0,5,0,2,11,122.0,109.0,103.0,88.0,96.0,102.0,246.1428571428572,494.0767243291364
2023-05-08,SL,PT,96,0,5,0,3,9,96.0,96.0,96.0,98.0,90.0,98.0,258.1428571428572,488.42994331204704
2023-05-08,SL,SS,88,0,5,0,3,10,84.0,101.0,92.0,67.0,86.0,96.0,246.8571428571429,491.89512045131073
2023-05-08,SL,TQ,213,0,5,0,3,11,244.0,251.0,249.0,233.0,194.0,229.0,274.0,484.6686153101587
2023-05-08,SL,OS,3,0,5,0,3,7,4.0,3.0,2.0,1.0,2.0,2.0,80.57142857142857,86.95182026627732
2023-05-08,3A,PT,52,0,5,0,2,9,55.0,54.0,50.0,50.0,26.0,36.0,87.42857142857143,81.93057455931208
2023-05-08,3A,SS,48,0,5,0,2,10,41.0,44.0,45.0,32.0,51.0,40.0,92.28571428571428,77.24142732522519
2023-05-08,3A,OS,2,0,5,0,2,7,6.0,4.0,2.0,1.0,4.0,3.0,75.71428571428571,82.09489282879524
2023-05-08,3A,HP,3,0,5,0,2,5,3.0,2.0,1.0,3.0,2.0,3.0,62.42857142857143,85.71047610581604
2023-05-08,3A,GN,466,0,5,0,2,3,533.0,514.0,510.0,515.0,500.0,504.0,126.57142857142856,198.4312283410863
2023-05-08,2A,TQ,28,0,5,0,1,11,28.0,27.0,27.0,28.0,28.0,33.0,95.71428571428572,193.8691262043496
2023-05-08,2A,SS,15,0,5,0,1,10,18.0,13.0,14.0,23.0,23.0,21.0,97.71428571428572,192.834742967231
2023-05-08,2A,PT,14,0,5,0,1,9,17.0,12.0,10.0,8.0,4.0,8.0,92.28571428571428,194.7628594690769
2023-05-08,2A,GN,124,0,5,0,1,3,160.0,163.0,130.0,143.0,134.0,161.0,108.71428571428572,195.092896065536
2023-05-08,1A,GN,46,0,5,0,0,3,49.0,38.0,39.0,40.0,36.0,51.0,115.28571428571428,191.68351892787072
2023-05-09,SL,GN,1255,1,5,0,3,3,1254.0,1358.0,1293.0,1265.0,1193.0,1266.0,218.28571428571428,459.7784663239874
2023-05-09,SL,HP,5,1,5,0,3,5,6.0,7.0,5.0,5.0,6.0,7.0,212.8571428571429,462.54600800764615
2023-05-09,SL,LD,3,1,5,0,3,6,5.0,7.0,7.0,4.0,5.0,8.0,211.1428571428572,463.41429576978896
2023-05-09,3A,SS,35,1,5,0,2,10,48.0,41.0,44.0,39.0,33.0,35.0,217.7142857142857,460.2697449270787
2023-05-09,SL,PT,96,1,5,0,3,9,96.0,96.0,96.0,97.0,96.0,96.0,208.57142857142856,462.2387035370568
2023-05-09,SL,SS,104,1,5,0,3,10,88.0,84.0,101.0,115.0,99.0,102.0,214.1428571428572,460.2254623447905
2023-05-09,SL,OS,4,1,5,0,3,7,3.0,4.0,3.0,1.0,2.0,1.0,35.857142857142854,41.5508867592038
2023-05-09,SL,TQ,218,1,5,0,3,11,213.0,244.0,251.0,229.0,189.0,263.0,65.42857142857143,76.07640269899093
2023-05-09,3A,GN,499,1,5,0,2,3,466.0,533.0,514.0,460.0,458.0,517.0,131.28571428571428,163.89601813926032
2023-05-09,3A,PT,50,1,5,0,2,9,52.0,55.0,54.0,45.0,33.0,52.0,131.85714285714286,163.5638800504037
2023-05-09,3A,OS,4,1,5,0,2,7,2.0,6.0,4.0,2.0,2.0,2.0,118.42857142857144,170.7013543617987
2023-05-09,2A,TQ,34,1,5,0,1,11,28.0,28.0,27.0,26.0,29.0,36.0,109.42857142857144,174.2640306573688
2023-05-09,2A,SS,21,1,5,0,1,10,15.0,18.0,13.0,16.0,15.0,16.0,111.14285714285714,173.09768780607533
2023-05-09,2A,PT,10,1,5,0,1,9,14.0,17.0,12.0,9.0,5.0,13.0,82.71428571428571,169.8928233580554
2023-05-09,2A,GN,135,1,5,0,1,3,124.0,160.0,163.0,136.0,120.0,132.0,33.857142857142854,43.33754558281829
2023-05-09,1A,GN,36,1,5,0,0,3,46.0,49.0,38.0,43.0,43.0,55.0,33.0,42.97673789388856
2023-05-09,3A,TQ,105,1,5,0,2,11,98.0,122.0,109.0,98.0,90.0,114.0,46.71428571428572,46.60012262399557
2023-05-10,SL,HP,4,2,5,0,3,5,5.0,6.0,7.0,4.0,5.0,4.0,47.142857142857146,46.131798763356855
2023-05-10,SL,LD,7,2,5,0,3,6,3.0,5.0,7.0,12.0,6.0,6.0,41.71428571428572,50.24843044220145
2023-05-10,SL,GN,1175,2,5,0,3,3,1255.0,1254.0,1358.0,1197.0,1101.0,1058.0,219.0,459.42572849155937
2023-05-10,SL,PT,96,2,5,0,3,9,96.0,96.0,96.0,98.0,97.0,103.0,215.0,460.5113100312159
2023-05-10,SL,SS,91,2,5,0,3,10,104.0,88.0,84.0,97.0,85.0,86.0,223.28571428571428,457.475578322936
2023-05-10,SL,TQ,222,2,5,0,3,11,218.0,213.0,244.0,235.0,204.0,200.0,240.42857142857144,454.2352023430362
2023-05-10,SL,OS,2,2,5,0,3,7,4.0,3.0,4.0,3.0,2.0,2.0,240.28571428571428,454.3217341215784
2023-05-10,3A,TQ,87,2,5,0,2,11,105.0,98.0,122.0,90.0,94.0,89.0,255.0,446.9257954813826
2023-05-10,1A,GN,40,2,5,0,0,3,36.0,46.0,49.0,34.0,38.0,39.0,259.7142857142857,443.9890067279122
2023-05-10,3A,PT,55,2,5,0,2,9,50.0,52.0,55.0,41.0,28.0,42.0,87.57142857142857,69.17575958589671
2023-05-10,2A,GN,169,2,5,0,1,3,135.0,124.0,160.0,162.0,104.0,126.0,93.14285714285714,71.49925074532545
2023-05-10,2A,PT,12,2,5,0,1,9,10.0,14.0,17.0,10.0,4.0,8.0,79.71428571428571,77.68035849066456
2023-05-10,2A,SS,31,2,5,0,1,10,21.0,15.0,18.0,19.0,26.0,23.0,51.57142857142857,49.97618480455584
2023-05-10,3A,SS,46,2,5,0,2,10,35.0,48.0,41.0,42.0,40.0,46.0,56.0,46.29614814791187
2023-05-10,3A,GN,467,2,5,0,2,3,499.0,466.0,533.0,446.0,522.0,485.0,112.28571428571428,175.37171406825607
2023-05-10,3A,HP,2,2,5,0,2,5,3.0,3.0,2.0,6.0,4.0,2.0,107.57142857142856,178.18516318973485
2023-05-10,3A,OS,4,2,5,0,2,7,4.0,2.0,6.0,2.0,1.0,2.0,101.0,181.48002644919376
2023-05-10,2A,TQ,27,2,5,0,1,11,34.0,28.0,28.0,29.0,19.0,23.0,86.57142857142857,182.3392964986405
2023-05-11,3A,SS,38,3,5,0,2,10,46.0,35.0,48.0,48.0,43.0,58.0,91.71428571428572,180.3161245199797
2023-05-11,SL,SS,89,3,5,0,3,10,91.0,104.0,88.0,104.0,87.0,95.0,101.71428571428572,177.6623335485179
2023-05-11,SL,PT,96,3,5,0,3,9,96.0,96.0,96.0,96.0,96.0,96.0,110.42857142857144,175.32527593291402
2023-05-11,SL,OS,5,3,5,0,3,7,2.0,4.0,3.0,1.0,2.0,4.0,39.42857142857143,40.65241748800584
2023-05-11,SL,LD,6,3,5,0,3,6,7.0,3.0,5.0,8.0,5.0,3.0,40.0,40.07908847932308
2023-05-11,SL,HP,3,3,5,0,3,5,4.0,5.0,6.0,4.0,2.0,6.0,40.0,40.07908847932308
2023-05-11,SL,GN,1161,3,5,0,3,3,1175.0,1255.0,1254.0,1170.0,1174.0,1078.0,203.0,430.4733828395589
2023-05-11,3A,TQ,81,3,5,0,2,11,87.0,105.0,98.0,83.0,90.0,98.0,208.8571428571429,428.2543747865392
2023-05-11,3A,PT,53,3,5,0,2,9,55.0,50.0,52.0,51.0,29.0,28.0,203.7142857142857,430.1177026062031
2023-05-11,SL,TQ,211,3,5,0,3,11,222.0,218.0,213.0,220.0,191.0,201.0,221.7142857142857,427.487120385209
2023-05-11,3A,HP,2,3,5,0,2,5,2.0,3.0,3.0,2.0,2.0,4.0,221.7142857142857,427.487120385209
2023-05-11,1A,GN,46,3,5,0,0,3,40.0,36.0,46.0,46.0,43.0,41.0,226.42857142857144,424.8987554476389
2023-05-11,2A,GN,142,3,5,0,1,3,169.0,135.0,124.0,123.0,119.0,121.0,250.0,414.9634522059344
2023-05-11,2A,PT,15,3,5,0,1,9,12.0,10.0,14.0,13.0,3.0,7.0,83.85714285714286,82.62652635287871
2023-05-11,3A,OS,2,3,5,0,2,7,4.0,4.0,2.0,2.0,2.0,2.0,72.0,87.88818654024806
2023-05-11,2A,TQ,26,3,5,0,1,11,27.0,34.0,28.0,22.0,24.0,23.0,68.0,89.41476388158785
2023-05-11,3A,GN,569,3,5,0,2,3,467.0,499.0,466.0,435.0,463.0,446.0,103.0,170.72394872034437
2023-05-11,2A,SS,23,3,5,0,1,10,31.0,21.0,15.0,17.0,21.0,23.0,101.71428571428572,171.3103560653535
2023-05-12,3A,SS,42,4,5,0,2,10,38.0,46.0,35.0,45.0,30.0,49.0,83.0,169.88427433599253
2023-05-12,SL,SS,86,4,5,0,3,10,89.0,91.0,104.0,92.0,111.0,81.0,94.0,166.9890215952337
2023-05-12,SL,PT,96,4,5,0,3,9,96.0,96.0,96.0,96.0,98.0,96.0,107.14285714285714,162.27900723900268
2023-05-12,SL,LD,11,4,5,0,3,6,6.0,7.0,3.0,13.0,8.0,9.0,104.14285714285714,164.19036570541004
2023-05-12,SL,HP,4,4,5,0,3,5,3.0,4.0,5.0,3.0,6.0,3.0,37.85714285714285,39.91419368023068
2023-05-12,SL,GN,1325,4,5,0,3,3,1161.0,1175.0,1255.0,1263.0,1157.0,1017.0,203.42857142857144,423.836783499992
2023-05-12,3A,TQ,97,4,5,0,2,11,81.0,87.0,105.0,103.0,97.0,86.0,205.42857142857144,423.529163554238
2023-05-12,SL,TQ,221,4,5,0,3,11,211.0,222.0,218.0,249.0,213.0,194.0,222.8571428571429,420.4384332937181
2023-05-12,3A,PT,55,4,5,0,2,9,53.0,55.0,50.0,50.0,40.0,28.0,216.7142857142857,422.9076787691432
2023-05-12,3A,HP,2,4,5,0,2,5,2.0,2.0,3.0,2.0,2.0,2.0,216.1428571428572,423.2424161838496
2023-05-12,3A,GN,526,4,5,0,2,3,569.0,467.0,499.0,510.0,487.0,453.0,131.57142857142858,206.75739176053443
2023-05-12,2A,TQ,33,4,5,0,1,11,26.0,27.0,34.0,27.0,24.0,23.0,135.0,204.4366242465704
2023-05-12,2A,SS,14,4,5,0,1,10,23.0,31.0,21.0,14.0,19.0,25.0,126.71428571428572,208.1319407537076
2023-05-12,2A,PT,16,4,5,0,1,9,15.0,12.0,10.0,10.0,6.0,6.0,98.71428571428572,208.08709257240864
2023-05-12,2A,GN,154,4,5,0,1,3,142.0,169.0,135.0,130.0,175.0,104.0,111.42857142857144,207.5466671561341
2023-05-12,1A,GN,39,4,5,0,0,3,46.0,40.0,36.0,39.0,37.0,35.0,117.71428571428572,204.32140880298903
2023-05-12,3A,OS,3,4,5,0,2,7,2.0,4.0,4.0,2.0,2.0,2.0,117.57142857142856,204.4153102084556
2023-05-13,3A,TQ,106,5,5,1,2,11,97.0,81.0,87.0,109.0,108.0,85.0,50.142857142857146,50.86396422953028
2023-05-13,SL,GN,1299,5,5,1,3,3,1325.0,1161.0,1175.0,1293.0,1222.0,1149.0,235.7142857142857,482.8980963190593
2023-05-13,SL,HP,6,5,5,1,3,5,4.0,3.0,4.0,5.0,3.0,4.0,233.0,484.3442302054742
2023-05-13,3A,SS,45,5,5,1,2,10,42.0,38.0,46.0,44.0,37.0,33.0,236.8571428571429,482.4225079642079
2023-05-13,SL,PT,96,5,5,1,3,9,96.0,96.0,96.0,96.0,96.0,82.0,230.28571428571428,484.2398559549163
2023-05-13,SL,SS,96,5,5,1,3,10,86.0,89.0,91.0,101.0,86.0,85.0,236.0,481.9332595564107
2023-05-13,SL,TQ,233,5,5,1,3,11,221.0,211.0,222.0,251.0,230.0,182.0,267.2857142857143,471.1997857546607
2023-05-13,SL,LD,5,5,5,1,3,6,11.0,6.0,7.0,7.0,5.0,6.0,255.0,477.4592478247053
2023-05-13,3A,OS,2,5,5,1,2,7,3.0,2.0,4.0,4.0,2.0,1.0,66.14285714285714,78.25051346248715
2023-05-13,2A,TQ,31,5,5,1,1,11,33.0,26.0,27.0,27.0,30.0,25.0,70.28571428571429,75.11705151675919
2023-05-13,3A,HP,1,5,5,1,2,5,2.0,2.0,2.0,1.0,2.0,1.0,64.57142857142857,79.04609866581487
2023-05-13,3A,GN,557,5,5,1,2,3,526.0,569.0,467.0,514.0,540.0,469.0,126.0,192.7883122321822
2023-05-13,3A,PT,55,5,5,1,2,9,55.0,53.0,55.0,54.0,34.0,19.0,121.57142857142856,194.2111026201963
2023-05-13,2A,SS,10,5,5,1,1,10,14.0,23.0,31.0,13.0,19.0,20.0,92.0,192.2983792616742
2023-05-13,2A,PT,16,5,5,1,1,9,16.0,15.0,12.0,12.0,7.0,5.0,92.71428571428572,191.95634424326312
2023-05-13,2A,GN,170,5,5,1,1,3,154.0,142.0,169.0,163.0,141.0,120.0,110.0,191.12910122044045
2023-05-13,1A,GN,46,5,5,1,0,3,39.0,46.0,40.0,38.0,38.0,31.0,115.28571428571428,188.132678612475
2023-05-14,SL,GN,1479,6,5,1,3,3,1299.0,1325.0,1161.0,1358.0,1327.0,1143.0,218.1428571428572,479.5829537460747
